"id_all","Headline","codeN","missword","sampleloc"
59279,"北朝鮮、砲撃戦に「遺憾」　閣僚級会談、再開の意思",NA,NA,11031
39261,"内閣強化など一致　行革会議、７委員が意見 ",NA,NA,7947
40568,"内閣に経済政策の「諮問会議」　首相主導、行革会議に提案",NA,NA,8124
97667,"首相きょう核サミットへ　２５日に日米韓首脳会談",NA,NA,16733
50170,"「あなたは現代の伊能忠敬」　小渕首相が宇宙の毛利さんと交信 ",NA,NA,9548
86729,"首相「発信力足りず」反省　半年回顧 ",NA,NA,15170
61148,"対北朝鮮・イラクで日米連携を確認　米大統領、小泉首相に電話",NA,NA,11326
90600,"衆院区割り画定前でも「解散可能」　野田首相",NA,NA,16164
56150,"テロ特措法案　小泉首相「武器・弾薬の他国輸送、慎重に」　付帯決議を念頭 ",NA,NA,10528
14295,"アラブ・イスラエル紛争、国際会議で隔たり　中東８国と米国務長官",NA,NA,3018
6907,"日米通信協議の決着までの経過に不満表明／小沢前官房副長官 ",NA,NA,1322
95999,"検証・人質事件対応　「攻撃どういうことか」　首相、声荒らげ抗議",NA,NA,16307
39282,"特措法の抜本改正も　橋本首相、前向き検討表明／衆院審議 ",NA,NA,7951
22604,"東京サミットにロシア大統領を招待　日米会談で外相表明へ　「Ｇ７＋１」会合に ",NA,NA,4778
24647,"新生党の小沢氏、細川内閣への入閣を断る ",NA,NA,5188
17564,"９２年度税制改正で住民減税を検討　将来、消費税へ依存増　政府税調会長が会見 ",NA,NA,3746
44639,"「実質破たん処理」長銀に適用　政府・自民、野党に歩み寄り",NA,NA,8796
34137,"宗教法人法、今後も必要に応じて見直す　村山首相が強調／参院答弁 ",NA,NA,7158
19299,"宮沢首相１日の日程＝現地時間 ",NA,NA,4165
32905,"河野・武村氏、大幅内閣改造で一致　村山首相に進言　きょう３党首協議 ",NA,NA,6935
22335,"憲法見直し　国会協議に慎重　ＰＫＯ拡大、同調せず／宮沢首相 ",NA,NA,4739
42045,"北方領土協議、国境線画定論前面に　政府、返還論を転換",NA,NA,8364
65550,"イラクへの日本人渡航自粛、小泉首相強く求める",NA,NA,11943
94319,"消費増税　税率・時期　年内メド明示　首相　女性宮家の検討加速 ",NA,NA,15740
90233,"オスプレイ岩国陸揚げ完了　野田首相「安全性確認する」",NA,NA,16033
67685,"武器輸出緩和の表明、官房長官談話で　新防衛大綱に明記せぬ方針",NA,NA,12244
74387,"ＡＳＥＡＮ全会議が延期　台風理由に、比政府発表　テロ切迫も影響 ",NA,NA,13089
89033,"復興増税、国民に要請　朝霞宿舎、見直し示唆　野田首相会見",NA,NA,15652
37719,"「自社さ連携」政権に　第２次橋本内閣きょう発足",NA,NA,7692
49749,"アジア重視アピール　３国へ小渕首相きょう出発　沖縄サミットに意見反映 ",NA,NA,9498
40082,"Ｇ８サミット　カンボジア紛争解決ヘ橋本首相、仏に協力要請 ",NA,NA,8063
19267,"暫定評に全権委譲、共産主義政権に幕　ゲリラ間の戦闘続く　アフガン",NA,NA,4154
37848,"「行革会議」委員１３人決定／政府 ",NA,NA,7728
14315,"中東歴訪中の米国務長官がイスラエル入り　シャミル首相と会談へ ",NA,NA,3026
52318,"公共工事、入札過程公表を義務化　適正化法の政府原案",NA,NA,9865
25565,"税制改革の中期答申を１６日に繰り上げ／政府税調 ",NA,NA,5413
3699,"ソ連外相、国連総会から急ぎ帰国へ ",NA,NA,696
55245,"ミサイル迎撃実験に成功　米、ブッシュ政権で初 ",NA,NA,10384
3321,"竹下首相きょう２６日の日程 ",NA,NA,631
64187,"政府・与党に高速道路建設３案提示へ　国交省",NA,NA,11785
74593,"「これが日本」　伝統・文化１００選　政府が１月から募集へ ",NA,NA,13122
77674,"プーチン氏、首相就任へ　大統領後継が表明　ロシア",NA,NA,13553
30404,"防衛費０．８５５％増で決着　閣僚折衝で与党合意の伸び率を圧縮",NA,NA,6549
26712,"規制緩和、１９０項目に　あす行革大綱盛り込み　政府の景気対策",NA,NA,5672
76742,"延命へ改革路線修正　厚労に舛添氏　総務に増田前知事　安倍改造内閣",NA,NA,13395
47748,"「国連改革」中国にも訴え　小渕首相、来月の首脳会談で ",NA,NA,9239
83462,"暫定税率廃止　一部先送り　税収落ち込みを考慮／政府税調検討 ",NA,NA,14506
86006,"「土地争奪」防げ、国際ルール原案　政府、ＡＰＥＣで議論へ",NA,NA,15045
71331,"「テロ対策法」検討へ　認定組織構成員の集会や行動制限　政府、年内に骨格 ",NA,NA,12700
45283,"エリツィン大統領、晩さん会欠席　小渕首相、モスクワ訪問",NA,NA,8884
12671,"閣僚宣言採択、閉幕へ　温暖化防止目指す第２回世界気候会議",NA,NA,2591
20727,"渡辺外相がモスクワ着　エリツィン大統領らと会談へ",NA,NA,4443
76190,"緒方元長官逮捕　検察の信頼回復へ動機や背景解明を（解説） ",NA,NA,13297
76160,"社保庁全職員に賞与返納要請　１０億円規模　首相・厚労相・長官らも／政府方針 ",NA,NA,13290
32456,"水俣病未認定患者の救済策具体化へ　村山首相、「早期解決」を確約 ",NA,NA,6875
81578,"ウクライナから温室効果ガスの排出枠３千万トン　日本政府が購入",NA,NA,14121
51559,"河野外相、サミット前に訪韓　南北問題のＧ８声明、金大中韓国大統領と内容調整 ",NA,NA,9778
18056,"熊谷　太三郎氏（自民参院議員、元科技庁長官、熊谷組相談役）死去　元福井市長 ",NA,NA,3870
37303,"「今秋は参拝せず」　橋本首相の意向、中国に伝達　靖国問題",NA,NA,7630
48778,"２次補正予算、５－６兆円の認識　宮沢喜一蔵相が表明",NA,NA,9382
70856,"小泉首相「解除まだ早い」　量的緩和、日銀に慎重対応求める",NA,NA,12646
57462,"有事法制、「包括法」で　基本規定と個別法一体　政府・与党合意",NA,NA,10745
94381,"韓国大統領「慰安婦解決を」　首相と会談前　「日本、永遠に負い目」 ",NA,NA,15773
47590,"分社手続き簡単に　産業競争力強化法案で政府・与党が固める ",NA,NA,9217
54084,"村上元労相を受託収賄罪で起訴　「秘書が…」関与否認　ＫＳＤ汚職",NA,NA,10164
89896,"「政権交代の初心、内閣は忘れてる」　小沢氏、判決後初の発言",NA,NA,15940
90862,"朴新大統領、訪日へ調整　韓国に特使、安倍首相親書　日韓、関係修復へ意欲",NA,NA,16265
78296,"残留農薬、輸入時に検査　政府、問題業者中心に　食品事故 ",NA,NA,13636
33868,"水俣病救済、事実上の決着　全国連、政府解決案受け入れ",NA,NA,7097
76856,"テロ特措法の活動継続　安倍首相「海自給油は対外公約」「私の責任重い」 ",NA,NA,13421
12741,"「南北対話見て日朝の交渉を」　海部首相に韓国首相",NA,NA,2604
69668,"郵政法案採決で造反　政府、副大臣ら４人罷免 ",NA,NA,12496
28494,"村山内閣の顔ぶれ＝平成６年６月３０日任命・認証式 ",NA,NA,6189
40317,"カンボジア新第一首相、ウン・フオト外相に決定",NA,NA,8092
91876,"法人減税分使途「公表を」　賃上げ狙い　政府、企業に要請へ",NA,NA,16553
95163,"小沢新党　処分見極め判断　一体改革　首相、賛成呼びかけ　きょう採決",NA,NA,16008
94224,"消費税１０％時　低所得者に還付金　政府　改革大綱に明記へ ",NA,NA,15704
32929,"内閣改造　村山首相、橋本氏の留任あす要請　武村氏は受け入れへ ",NA,NA,6944
70003,"造反組に根強い自民志向　「首相続投でも復帰」１０人／読売新聞社アンケート ",NA,NA,12528
98619,"各党　政権公約作り急ぐ　来月１４日投票想定　経済、地方活性…",NA,NA,17014
16002,"「日本もＣＯ２排出量を安定化」　温暖化防止条約で愛知環境庁長官",NA,NA,3417
96079,"内閣支持上昇７１％　本社世論調査",NA,NA,16327
11836,"「１０億ドル以上考えぬ」　イラク問題での米の分担要求に政府首脳",NA,NA,2368
24091,"ボスニアの「安全地域」防衛にＮＡＴＯ空軍を派遣／外相理合意 ",NA,NA,5048
1319,"政府機関移転後の職員に「調整手当」を延長支給／人事院検討 ",NA,NA,248
29372,"核実験全面禁止条約　調印式は広島で　河野外相が国連演説で提案へ ",NA,NA,6389
92933,"あきらめない　官邸前で反対集会　集団的自衛権閣議決定",NA,NA,16857
79757,"産業の３分類を提案　「セクター別」温室ガス削減　日本政府方針",NA,NA,13819
63165,"東海地震に備え、５０メートル四方震災マップ作製へ　耐震対策促す／内閣府 ",NA,NA,11582
36291,"大統領選候補者レベジ氏が政権参画、安保会議の書記に　ロシア",NA,NA,7496
49858,"サイバーテロ対策行動計画、年内策定へ　政府が方針 ",NA,NA,9512
47130,"産業競争力と雇用対策の法整備、今国会で　与野党協議呼びかけ　小渕首相が意向 ",NA,NA,9143
85119,"普天間問題　日米外相、防衛相会談へ　閣議了解前に　対処方針に理解求める ",NA,NA,14873
5293,"国際懸案に共同対処　竹下首相とブッシュ米大統領が初会談 ",NA,NA,977
60485,"補正予算　「財政収支黒字化の目標前提で」　小泉首相、与党幹部に表明 ",NA,NA,11230
39074,"亡命の黄書記出国、一両日中に　中国・李首相が示唆 ",NA,NA,7922
15197,"臨時国会の召集は８月に　「海部首相の訪中前は無理」／自民首脳 ",NA,NA,3268
15262,"反政府勢力が首都制圧　エチオピア、暫定政権樹立へ",NA,NA,3286
75492,"首相、年内訪中の意向　日中首脳会談で表明へ ",NA,NA,13197
6323,"政府、日米貿易障壁批判で反論書　大学など向こう３年間に米のスパコン８台購入 ",NA,NA,1196
25251,"細川首相、きょう訪米　国連総会と日米首脳会談に出席 ",NA,NA,5340
150,"土地取引への強権発動に政府は慎重　衆院土地特別委",NA,NA,34
83136,"（政権交代　７日目）温室効果ガス「２５％減」国連で宣言　「鳩山イニシアチブ」提案",NA,NA,14393
8051,"政府減反計画、全水田の３分の１の９３万ヘクタールに大幅拡大",NA,NA,1588
83033,"閣僚人事、最終確定１５日に　社民・福島氏に雇用担当を要請",NA,NA,14355
30715,"復興へ新法を検討　地域限定、税軽減など　兵庫県南部地震で政府",NA,NA,6613
45535,"アルコール専売など民営化へ　「青年の家」は法人化　政府・自民が方針 ",NA,NA,8927
85430,"消費税、一気に過熱　菅首相、負担軽減を強調　使途言及の野党も　参院選公示",NA,NA,14955
80131,"所信表明　麻生首相、民主へ先制攻撃「補正、給油継続…賛否示せ」　野党は反発 ",NA,NA,13892
40953,"橋本首相、佐藤長官を更迭へ　きょう辞任を要請、本人は拒否の構え",NA,NA,8206
93308,"谷内内閣顧問が同席　福田元首相・習主席、７月極秘会談　首脳会談模索",NA,NA,16960
41146,"総会屋対策　商法改正で政府案　利益供与“強要罪”も新設　特別背任、罰則強化 ",NA,NA,8233
64808,"エルサレムで路線バス・自爆テロ、１０人死亡　首相公邸近く ",NA,NA,11877
28654,"「優しさと多様性」強調　村山首相の所信演説骨格固まる ",NA,NA,6232
34656,"景気・住専・沖縄、当面の課題に　橋本新首相が表明 ",NA,NA,7247
6315,"竹下首相　１１日夕、伊東氏に後継総裁就任を説得へ ",NA,NA,1193
62447,"小泉首相「円は実態以上の高値」／サミット後会見 ",NA,NA,11503
19173,"北方領土の段階返還、４月末の訪ロで打診　渡辺外相が答弁／参院外務委員会 ",NA,NA,4130
8026,"消費税率上げに含み　海部首相「自分は３％守る」　衆院予算委",NA,NA,1583
98775,"結婚・育児の贈与　非課税　政府・与党　子・孫１人１０００万円まで",NA,NA,17048
87436,"前原外相辞任　外国人献金で引責　後任に松本剛氏の名 ",NA,NA,15323
82735,"原爆症訴訟、全員救済へ　一審勝訴なら認定・敗訴原告には基金　原告、政府案受け入れ",NA,NA,14305
81313,"野党、中川財務相問責へ　麻生首相は続投指示　Ｇ７もうろう会見問題",NA,NA,14080
24256,"新生党　社党左派の切り捨て迫る　「連立政権の前提」　野合批判かわす狙い ",NA,NA,5094
32450,"北朝鮮側ときょう協議　政府のコメ支援",NA,NA,6873
93356,"ビール減税、「第３」は増税　１６年以降、格差を縮小　政府・与党方針",NA,NA,16984
11143,"日米の対話改善へ構想　海部首相が発表へ　日米首脳会談",NA,NA,2243
73908,"北朝鮮制裁での船舶検査　海自活動は不審船追尾　米軍に情報提供へ／政府検討 ",NA,NA,13013
58750,"法人実効税率下げなど４本柱　小泉首相、税制改革基本方針をあす指示 ",NA,NA,10960
45231,"対ロ融資、年内に８億ドル　小渕首相が前倒し方針伝える ",NA,NA,8871
73495,"新憲法・教育改革、安倍氏が政権公約　改革継承を強調　自民総裁選出馬表明",NA,NA,12932
26154,"派遣決定、すぐ中止　最後の詰め農水相をスイスへ　コメ巡り政府混乱",NA,NA,5550
38313,"［２１世紀への戦略図］（２）小さな政府　官・民とも意識改革（連載） ",NA,NA,7803
58096,"イスラエルに撤退要求　ブッシュ米大統領、国務長官を派遣",NA,NA,10838
9998,"日米構造協議の中間評価まとめ後　海部首相、声明発表へ ",NA,NA,1991
30720,"チェチェンの大統領官邸が陥落　エリツィン・ロシア大統領が勝利宣言 ",NA,NA,6616
42292,"三塚蔵相きょう辞任　大蔵省贈収賄汚職で引責　当面は首相が蔵相兼務",NA,NA,8397
95493,"国際司法裁の応訴義務国　首相、国連で拡大訴え　中韓念頭に２６日",NA,NA,16107
88813,"原発周辺　長期間住めず　３キロ圏念頭　首相説明、陳謝へ ",NA,NA,15575
30888,"「阪神」に限定せず　今後の災害に対応　特別立法で政府が方針",NA,NA,6652
95887,"安倍内閣　経済を重視　財務・金融　麻生氏　経産　茂木氏　あす発足",NA,NA,16246
84365,"陸山会事件　「小沢氏さらに説明を」　鳩山首相「母に無心」改めて否定 ",NA,NA,14740
6070,"リ事件捜査の照準は政界に　見通し難、竹下首相苦境　高石の起訴",NA,NA,1134
9729,"日米構造協議問題　蔵・外・通産相と対応策を再協議／海部首相 ",NA,NA,1946
24919,"制限付き一般競争入札、来月から一部導入方針　五十嵐建設相",NA,NA,5268
44673,"特融含め長銀支援　政府・日銀が確認 ",NA,NA,8802
32145,"対北朝鮮コメ援助　村山首相が検討指示　韓国と調整急ぐ ",NA,NA,6823
55207,"ＡＢＭ条約抵触、数カ月以内　米ミサイル防衛網開発で国防副長官",NA,NA,10380
31013,"震災市街地　復興に「共同住宅区」の特別措置法案　建築は知事許可制／政府 ",NA,NA,6679
83726,"（政権交代　７５日目）０９年度税収、３７兆円に　当初見通しから９兆円減",NA,NA,14572
62402,"礼に始まり…？　小泉首相とプーチン・ロシア大統領が柔道指導見学",NA,NA,11498
30710,"兵庫県南部地震　災害弔慰金１００億円　緊急財政措置策定へ／政府 ",NA,NA,6612
70256,"内閣改造、郵政民営化法案成立後に　小泉首相意向",NA,NA,12559
90724,"内閣強化に予算局　維新公約で府省改革案",NA,NA,16204
33571,"村山首相、政権維持に意欲　宗教法人法改正問題は「政争の具とせず」",NA,NA,7038
67944,"インド洋津波　政府、警報システム構築の技術支援へ ",NA,NA,12283
23351,"ロシアの核投棄で共同調査検討　韓国などと早急に　政府方針 ",NA,NA,4894
12195,"駐留費増改めて要求　中山外相に米国務長官",NA,NA,2463
43963,"「力不足、私の責任」　参院選惨敗の橋本首相語る ",NA,NA,8656
8519,"消費税「見直し」に慎重　政府税調小委が中間報告",NA,NA,1660
39907,"［首相官邸・危機管理は大丈夫か］（２）制約だらけの指揮権（連載） ",NA,NA,8041
64943,"日朝正常化、家族帰国後に交渉　真相究明へ協議機関／政府方針 ",NA,NA,11889
46446,"大半は日銀から調達　政府、預保債で返済　公的資金７兆円",NA,NA,9048
311,"相続税軽減へ　６３年秋に法改正／宮沢蔵相答弁 ",NA,NA,64
20953,"「アジア・太平洋サミット」の創設に宮沢首相も意欲 ",NA,NA,4496
88425,"被災地で放言、松本復興相が陳謝　野党、菅首相の責任追及",NA,NA,15502
14892,"海部首相、きょうブルネイ入り　ボルキア国王と会談",NA,NA,3183
68852,"日本大使館に投石　反日デモ、１万人に　中国政府が謝罪",NA,NA,12378
21882,"「ガイダル首相」を否決　エリツィン政権に痛手　ロシア代議員大会",NA,NA,4643
87365,"リビア政権側、支持者に武器　巻き返し図る",NA,NA,15304
13372,"湾岸危機　米国務長官、対イラク国連決議実行でフランスと協調を最終確認 ",NA,NA,2781
32962,"赤字国債の継続表明　２次補正、来年度予算も／武村蔵相 ",NA,NA,6955
52847,"内閣不信任案、「可決なら解散」　自民・野中幹事長ら４幹部進言へ ",NA,NA,9950
58853,"贈与・相続減税、２００３年１月に遡及実施　政府・与党が合意 ",NA,NA,10980
90026,"野田首相、会期内採決目指す　消費増税法案、修正協議急ぐ",NA,NA,15977
38183,"獄中ゲリラの釈放拒否　人質事件でペルー政府が緊急閣議 ",NA,NA,7778
26369,"財投導入で土地買い上げ機構設立　取引の活性化促す　担保不動産対象／政府検討 ",NA,NA,5599
20190,"プノンペン政府解体なら武装解除　ポル・ポト派が声明を発表",NA,NA,4329
50105,"宇宙開発体制を抜本的に見直し　「Ｍ５」失敗で青木官房長官 ",NA,NA,9537
95899,"首相「１５か月予算」指示",NA,NA,16255
18816,"政府専用機　９３年６月に運航 ",NA,NA,4067
48458,"文民警官引き揚げへ　東ティモール治安悪化で政府",NA,NA,9320
24685,"慰安婦「強制」認め謝罪　「総じて意に反した」　調査結果を政府公表",NA,NA,5197
43493,"不良債権処理、参院選後に法案　公的資金論は先送り　橋本首相表明",NA,NA,8585
51561,"中尾元建設相、「若築」への天下り指示　省内で調整、実現はせず",NA,NA,9779
25504,"戸籍事務スピードアップ、即日作成で謄本交付も　電算化を三ヶ月法相諮問 ",NA,NA,5401
6880,"宇野政権では「政治刷新進まぬ」が６３％／読売新聞社全国世論調査 ",NA,NA,1315
9920,"「軍事力は行使したくない」リトアニア問題でシェワルナゼ・ソ連外相",NA,NA,1974
41379,"橋本内閣支持率　最低の４３．５％／読売新聞社全国世論調査 ",NA,NA,8257
83838,"国債発行４４兆円以内を断念　予算方針、数値盛らず／政府 ",NA,NA,14606
59970,"内閣改造６人交代　竹中経財相、金融相兼務　金融行政を転換へ ",NA,NA,11156
14244,"イラク内乱　政府軍がバスラを制圧　生活品配給を２５％増量 ",NA,NA,2998
21153,"中期防総額の大幅減額は困難　宮下防衛庁長官が見解",NA,NA,4516
53056,"北陸・九州新幹線をフル規格化　政府・与党方針、財政負担増に",NA,NA,9996
51062,"森首相「神の国」発言で陳謝　きょう本会議で正式見解　野党、集中審議を要求 ",NA,NA,9690
53965,"政府・与党、高齢者負担増盛る　社会保障大綱の原案明らかに",NA,NA,10142
54652,"特定財源、都市基盤整備の原資に　財務相、小泉首相に報告",NA,NA,10269
66527,"海兵隊３０００人削減検討　沖縄の基地負担軽減／日米両政府 ",NA,NA,12097
62405,"ロシア大統領「石油パイプライン、協力を」　小泉首相と会談",NA,NA,11499
33543,"大田沖縄知事、「説得」の防衛施設庁長官に会わず　米軍用地問題",NA,NA,7033
88182,"首相の退陣後は期限付きで協力　自民幹事長 ",NA,NA,15452
46073,"政府内、見解にズレ　多国籍軍への武器・弾薬輸送",NA,NA,9012
72769,"小泉首相「後継指名せぬ」　森氏と会談、明言　「非安倍」結集軸も焦点　自民総裁選",NA,NA,12840
83764,"たばこ増税、小幅方針　政府税調企画委",NA,NA,14585
16059,"海部首相、広島入り　平和記念式典に出席",NA,NA,3429
5954,"竹下内閣退陣を要求　連合政権協議会を結成へ　４野党党首会談で一致 ",NA,NA,1099
11847,"８月の海部内閣支持６２．５％　歴代最高、「田中」を抜く／読売新聞社世論調査 ",NA,NA,2370
47417,"学校のパソコン・英会話指導で数万人の雇用創出　失業者対策、政府が方針 ",NA,NA,9190
92822,"法人減税、来年度に　首相明言",NA,NA,16828
35235,"佐藤守良氏死去　農水相など歴任",NA,NA,7353
13637,"政府が湾岸支援策を正式決定　多国籍軍への９０億ドル追加など ",NA,NA,2855
21851,"平日投票は事実上困難　有権者の８割が日祝日を望む　自治相報告",NA,NA,4633
46902,"薬価、定率負担を検討　診察費と切り離し　政府・自民方針",NA,NA,9111
26041,"中ロとの防衛交流活発化で一致　細川首相と中西防衛長官 ",NA,NA,5518
19905,"カンボジア復興会議にポト派議長ら出席へ　国際的孤立で転換　タイ政府が表明 ",NA,NA,4274
24282,"来月１３日めどに文民警官帰国　ＵＮＴＡＣが日本政府に伝える",NA,NA,5099
46759,"ユーゴ大統領と会談　プリマコフ露首相、「成果あった」と強調 ",NA,NA,9098
75034,"内閣支持率４５．３％　不支持と接近／読売新聞社世論調査 ",NA,NA,13163
86600,"国会軽視発言　法相問責案　２２日提出　自民　参院可決の公算 ",NA,NA,15146
62418,"北朝鮮船すべて監視　立ち入り、Ｘ線検査、情報収集　万景峰号並みに／政府検討 ",NA,NA,11501
53501,"外務省元室長、懲戒免職へ　外相ら給与の一部返納　機密費流用疑惑",NA,NA,10053
66266,"党首討論「深み」まだ　小泉首相論点外し、野党は迫力なし　参院選",NA,NA,12057
29616,"国立病院の民営化推進　行革の柱に、法改正検討　譲渡先に私大等も／政府・与党 ",NA,NA,6437
63598,"毒ガス遺棄、政府に責任　１億９千万円賠償命令　中国人死傷で判決",NA,NA,11666
14867,"自衛隊派遣、今後に含み残す　国際協力、海部首相答弁　",NA,NA,3176
5191,"リクルート疑惑閣僚３人辞任でも「進退考えず」／竹下首相 ",NA,NA,949
51973,"厚木騒音、政府が“不問”　米空母横須賀母港化への７２年日米協議",NA,NA,9837
92476,"安倍首相、夏にも内閣改造　予算案、衆院を通過",NA,NA,16721
