"id_all","id_inpaper","id_original","year","month","date","ymonth","Headline","paper","wcount","codePN","Asahi","Yomiuri","jijistartdate","jijiymonth","cabinet","ldp","politics"
288,133,187,1987,12,2,198712,"「ＧＮＰ１％枠」の撤廃、「継承」と首相表明　衆院代表質問","A",677,0,1,NA,10,198711,1,0,1
292,158,184,1987,12,2,198712,"「服毒の男女が重大関連」　大韓機事故で韓国の崔洸洙外相語る ","Y",206,0,NA,1,10,198711,1,0,0
296,162,188,1987,12,2,198712,"新間接税に意欲　直間比率見直し強調／竹下首相答弁 ","Y",423,0,NA,1,10,198711,1,0,0
311,169,196,1987,12,3,198712,"相続税軽減へ　６３年秋に法改正／宮沢蔵相答弁 ","Y",454,0,NA,1,10,198711,1,0,1
320,149,207,1987,12,4,198712,"政府、農産物１２品目のガット裁定受諾へ訓令　","A",1000,0,1,NA,10,198711,1,0,0
325,175,203,1987,12,4,198712,"農産物の対日勧告案は継続審議に　政府・自民党、ガット総会への対応策指示 ","Y",924,0,NA,1,10,198711,1,1,1
339,181,210,1987,12,5,198712,"大プロジェクト予定地の取引　初めから許可制に／奥野国土庁長官答弁 ","Y",540,0,NA,1,10,198711,1,0,0
341,159,219,1987,12,6,198712,"「旧国鉄用地、早期に処分」　石原運輸相が表明","A",580,0,1,NA,10,198711,1,0,0
342,160,220,1987,12,6,198712,"韓国政府、「真由美」の身柄引き渡しを公式要請へ　大韓機事件","A",140,0,1,NA,10,198711,1,0,0
355,189,219,1987,12,6,198712,"新年祝賀の儀は陛下が　皇太子殿下の国事行為代行　政府、近く解除へ ","Y",800,0,NA,1,10,198711,1,0,0
367,195,226,1987,12,7,198712,"「蜂谷真由美」の身柄　日本移送について承知／韓国政府筋 ","Y",423,0,NA,1,10,198711,1,0,0
371,173,239,1987,12,8,198712,"「公的規制の強化必要」　参院土地特別委で国土庁長官が意向","A",495,0,1,NA,10,198711,1,0,1
372,174,240,1987,12,8,198712,"ソ連書記長が英首相と会談　訪米途中","A",624,0,1,NA,10,198711,1,0,0
374,176,242,1987,12,8,198712,"「真由美」の身柄要求せず　宇野外相、公式に表明　大韓機事件","A",436,0,1,NA,10,198711,1,0,0
378,199,231,1987,12,8,198712,"「国際関係を再構築」　ソ連書記長、初訪米の途に　英に立ち寄り英首相と会談 ","Y",852,0,NA,1,10,198711,1,0,0
381,202,234,1987,12,8,198712,"相続減税１月分から　申告期間の延長も／宮沢蔵相示唆 ","Y",791,0,NA,1,10,198711,1,0,0
382,203,235,1987,12,8,198712,"皇太子殿下の国事行為の代行　部分解除の方向／政府首脳談 ","Y",438,0,NA,1,10,198711,1,0,0
385,181,248,1987,12,9,198712,"一層の核削減期待　米ソ首脳会談で竹下首相","A",206,0,1,NA,10,198711,1,0,0
388,184,252,1987,12,9,198712,"竹下首相、米軍経費負担増に前向き発言　「労務費も検討対象」","A",769,0,1,NA,10,198711,1,0,0
393,208,241,1987,12,9,198712,"政府機関の地方移転、６３年度予算案に調査費 ","Y",128,0,NA,1,10,198711,1,0,0
399,190,260,1987,12,10,198712,"大韓機事件の自殺男、北朝鮮の元大使館員　政府首脳「確度高い」","A",741,0,1,NA,10,198712,1,0,0
404,212,247,1987,12,10,198712,"ソ連機の領空侵犯　「警告の実弾は当たらぬよう発射」／竹下首相 ","Y",101,0,NA,1,10,198712,1,0,0
405,213,248,1987,12,10,198712,"「蜂谷真一」は北朝鮮元在マレーシア大使館員の可能性／政府首脳 ","Y",803,0,NA,1,10,198712,1,0,0
407,215,250,1987,12,10,198712,"一戸建てを年収の５倍で　政府、政策面の努力表明／参院特別委 ","Y",621,0,NA,1,10,198712,1,0,1
412,194,267,1987,12,11,198712,"中曽根見解にとらわれず新間接税を検討　衆院予算委で首相強調","A",743,0,1,NA,10,198712,1,0,1
414,196,269,1987,12,11,198712,"貿易収支悪化、Ｘマス控えた輸入増が原因　米商務長官指摘","A",228,0,1,NA,10,198712,1,0,0
415,197,270,1987,12,11,198712,"責任者処罰も要請　領空侵犯事件、政府がソ連に抗議","A",1205,0,1,NA,10,198712,1,0,0
423,224,260,1987,12,11,198712,"幅広い消費税考慮　抜本改革は６３年秋に　衆院予算委で竹下首相が答弁 ","Y",730,0,NA,1,10,198712,1,0,1
431,205,280,1987,12,12,198712,"竹下内閣の閣僚の資産公開　トップは宇野外相","A",2316,0,1,NA,10,198712,1,0,0
432,227,264,1987,12,12,198712,"竹下内閣の閣僚資産公開　１億円超が１２人　基準改善なし ","Y",1000,0,NA,1,10,198712,1,0,0
444,210,287,1987,12,13,198712,"竹下内閣支持率、やや低下し４４％　朝日新聞社世論調査","A",1270,0,1,NA,10,198712,1,0,0
446,236,274,1987,12,13,198712,"米軍駐留経費の新規負担は「中期防」の枠内で処理／政府・自民方針 ","Y",600,0,NA,1,10,198712,1,1,0
454,239,278,1987,12,14,198712,"土地買い換え特例廃止へ　３０００万円超は１０―１５％課税／政府方針 ","Y",792,0,NA,1,10,198712,1,0,0
455,240,279,1987,12,14,198712,"ＡＳＥＡＮ首脳会議開幕へ　竹下首相、あす１５日訪比 ","Y",490,0,NA,1,10,198712,1,0,0
462,218,298,1987,12,15,198712,"竹下首相、けさＡＳＥＡＮ首脳会議へ出発","A",381,0,1,NA,10,198712,1,0,0
473,250,290,1987,12,15,198712,"竹下首相、２月に韓国を訪問　大統領就任式に出席ヘ ","Y",139,0,NA,1,10,198712,1,0,0
476,225,306,1987,12,16,198712,"日本の捜査に協力を要請へ　官房長官表明","A",245,0,1,NA,10,198712,1,0,0
486,235,318,1987,12,16,198712,"「新時代の連帯」訴え軍事大国化を否定　首相のＡＳＥＡＮ演説","A",1164,0,1,NA,10,198712,1,0,0
489,254,296,1987,12,16,198712,"大韓機事件、韓国政府が「真由美」らの所持品の写真など公開 ","Y",379,0,NA,1,10,198712,1,0,0
491,256,298,1987,12,16,198712,"２０億ドル基金を提言　ＡＳＥＡＮ首脳会議で竹下首相が演説 ","Y",904,0,NA,1,10,198712,1,0,0
496,236,320,1987,12,17,198712,"竹下首相、ＡＳＥＡＮ首脳会議から帰国","A",84,0,1,NA,10,198712,1,0,0
508,268,311,1987,12,17,198712,"フィリピン訪問を終え竹下首相が帰国 ","Y",52,0,NA,1,10,198712,1,0,0
517,272,316,1987,12,18,198712,"整備新幹線、需要・収支政府試算下回る　ＪＲなお慎重　最終報告提出＝図付き ","Y",1267,0,NA,1,10,198712,1,0,0
518,273,317,1987,12,18,198712,"調査捕鯨を断行　２１日にも船団出航／政府方針 ","Y",532,0,NA,1,10,198712,1,0,0
525,275,320,1987,12,19,198712,"減税３３００億円の小幅　政府・自民税調、６３年度税制改正案を決定 ","Y",1369,0,NA,1,10,198712,1,1,0
535,254,347,1987,12,20,198712,"公共事業締め出しで米に遺憾の意表明　政府","A",319,0,1,NA,10,198712,1,0,0
539,282,328,1987,12,20,198712,"竹下首相の１月訪米　日米“成熟関係”目指す　主要閣僚と懇談も ","Y",1170,0,NA,1,10,198712,1,0,0
540,283,329,1987,12,20,198712,"農産物自由化問題の対応決定　竹下首相の訪米とは別に／小渕官房長官が見解 ","Y",213,0,NA,1,10,198712,1,0,0
543,286,332,1987,12,20,198712,"竹下内閣の支持率４８．２％に　発足１か月、３．３％下降／読売新聞世論調査 ","Y",1269,0,NA,1,10,198712,1,0,0
544,287,333,1987,12,20,198712,"６４年も衆参同日選で　「首相に働きかける」／金丸・前副総理講演 ","Y",640,0,NA,1,10,198712,1,0,0
565,295,344,1987,12,22,198712,"竹下首相、公的規制緩和の審議を新行革審に要請 ","Y",490,0,NA,1,10,198712,1,0,0
571,273,372,1987,12,23,198712,"内需主導、３．８％成長　６３年度政府経済見通し","A",2386,0,1,NA,10,198712,1,0,0
575,300,351,1987,12,23,198712,"米の公共事業締め出しと東芝制裁　「話し合いを継続」　竹下首相語る ","Y",169,0,NA,1,10,198712,1,0,0
578,303,354,1987,12,23,198712,"政府機関移転の基準案を各省庁に提示 ","Y",146,0,NA,1,10,198712,1,0,0
579,304,355,1987,12,23,198712,"実質３．８％、中成長定着へ　６３年度の政府経済見通し決定 ","Y",1620,0,NA,1,10,198712,1,0,0
581,276,376,1987,12,24,198712,"整備新幹線で意思統一図る　きょう関係閣僚会議","A",542,0,1,NA,10,198712,1,0,0
582,277,377,1987,12,24,198712,"予算案の閣議決定２８日を確認　政府・自民党","A",80,0,1,NA,10,198712,1,1,1
591,309,362,1987,12,24,198712,"政府機関移転　中・長期的に推進　１省庁１機関に限らず／竹下首相表明 ","Y",949,0,NA,1,10,198712,1,0,0
592,283,386,1987,12,25,198712,"第１８富士山丸船長らの引き渡し、北朝鮮となお交渉　竹下首相","A",133,0,1,NA,10,198712,1,0,0
596,287,390,1987,12,25,198712,"６３年度予算、減税１兆円上積みを　野党要求、竹下首相は拒否","A",1253,0,1,NA,10,198712,1,0,1
609,317,373,1987,12,26,198712,"第１８富士山丸の判決　政府、北朝鮮へ非公式に家族の面会要請へ ","Y",305,0,NA,1,10,198712,1,0,0
620,321,379,1987,12,27,198712,"日米企業の共同請負なら公共事業への参入認める　竹下首相、１月の訪米時に提示 ","Y",1482,0,NA,1,10,198712,1,0,0
625,326,384,1987,12,27,198712,"６３年予算の政府案、あす２８日に決定 ","Y",307,0,NA,1,10,198712,1,0,0
634,329,388,1987,12,28,198712,"整備新幹線、決定先送り　政治折衝、深夜の決着　予算政府案、きょう２８日決定 ","Y",1249,0,NA,1,10,198712,1,0,1
642,337,397,1987,12,28,198712,"整備新幹線の優先順位検討は前進　石原運輸相語る ","Y",131,0,NA,1,10,198712,1,0,0
646,309,421,1987,12,29,198712,"米軍駐留費負担増問題、特別協定の改定急ぐ　竹下首相","A",1087,0,1,NA,10,198712,1,0,0
647,310,422,1987,12,29,198712,"６３年度予算政府案の歳入と歳出","A",425,0,1,NA,10,198712,1,0,0
648,311,423,1987,12,29,198712,"６３年度予算政府案が決定　対外配慮と内需刺激を重視","A",1586,0,1,NA,10,198712,1,0,0
654,343,403,1987,12,29,198712,"暮らしはこう変わる／６３年度予算政府案 ","Y",1370,0,NA,1,10,198712,1,0,0
655,344,405,1987,12,29,198712,"６３年度予算政府案決まる　「内需」と「財政再建」　赤字債の削減拡大 ","Y",1845,0,NA,1,10,198712,1,0,0
663,346,407,1987,12,30,198712,"中韓関係改善、中国側の意向打診へ　政府、１月の事務レベル協議で ","Y",525,0,NA,1,10,198712,1,0,0
664,347,408,1987,12,30,198712,"韓中、韓ソの仲介に全力　竹下首相、韓国紙に回答 ","Y",361,0,NA,1,10,198712,1,0,0
675,354,416,1987,12,31,198712,"新型間接税は１％程度　手続き大幅簡素化　税制抜本改革の政府・自民方針 ","Y",1931,0,NA,1,10,198712,1,1,0
701,334,456,1988,1,4,198801,"首相、靖国参拝に慎重　まず春の例大祭見送り","A",950,0,1,NA,9,198712,1,0,0
709,338,462,1988,1,5,198801,"靖国参拝、対外配慮を優先　竹下首相、理解得る努力強調","A",808,0,1,NA,9,198712,1,0,0
710,339,464,1988,1,5,198801,"「Ｇ７声明は生きている」　円相場で竹下首相語る","A",211,0,1,NA,9,198712,1,0,0
720,376,444,1988,1,5,198801,"「ドル安防止」米の努力を期待　協調強化へ緊急Ｇ７も／竹下首相の伊勢会見 ","Y",1010,0,NA,1,9,198712,1,0,0
722,345,470,1988,1,6,198801,"農産物１２品目の裁定、米に受諾意向伝える　小沢官房副長官","A",611,0,1,NA,9,198712,1,0,0
738,384,454,1988,1,7,198801,"中韓橋渡しで緊張緩和へ　両国の国交樹立をめざす　竹下首相が積極外交方針 ","Y",1411,0,NA,1,9,198712,1,0,0
745,357,488,1988,1,8,198801,"１４０円超えても何ら支障ない　米政府当局者が発言","A",161,0,1,NA,9,198712,1,0,0
748,360,491,1988,1,8,198801,"日米関係、最優先に「世界に貢献」　首相訪米演説の概要固まる","A",855,0,1,NA,9,198712,1,0,0
751,391,463,1988,1,8,198801,"日米首脳会談で「農業の国際化」言明　竹下首相方針　赤字削減も求める ","Y",1020,0,NA,1,9,198712,1,0,0
756,364,497,1988,1,9,198801,"相続税の課税下限、倍近くアップ　累進部分も同程度　政府税調","A",1695,0,1,NA,9,198801,1,0,0
757,393,466,1988,1,9,198801,"相続税　基礎控除を５割以上アップ　地価急騰に対応／政府税制調査会 ","Y",1632,0,NA,1,9,198801,1,0,0
759,395,468,1988,1,9,198801,"６３年度予算　秋に３、４兆円の補正　竹下首相、米大統領に表明へ ","Y",401,0,NA,1,9,198801,1,0,0
768,399,473,1988,1,10,198801,"あす１１日、日英外相協議　経済、国際情勢など議題 ","Y",222,0,NA,1,9,198801,1,0,0
772,403,477,1988,1,10,198801,"竹下首相の施政演説大枠固まる　内需拡大、市場開放、防衛…「対外貢献」強調へ ","Y",866,0,NA,1,9,198801,1,0,0
786,378,518,1988,1,12,198801,"日米欧の協力を　ハウ英外相と竹下首相ら、経済活性化へ確認","A",605,0,1,NA,9,198801,1,0,0
791,412,489,1988,1,12,198801,"竹下首相、きょう１２日に訪米 ","Y",187,0,NA,1,9,198801,1,0,0
792,413,490,1988,1,12,198801,"宇野外相、米へ出発 ","Y",45,0,NA,1,9,198801,1,0,0
795,381,523,1988,1,13,198801,"竹下首相、ワシントン入り","A",81,0,1,NA,9,198801,1,0,0
798,384,526,1988,1,13,198801,"公共事業、米の一部参入認める　日米外相会談、協議開始で合意","A",1104,1,1,NA,9,198801,1,0,0
799,415,493,1988,1,13,198801,"米製品、輸入拡大へ政府間連携　合弁で商社設立／通産省と米商務省 ","Y",1043,0,NA,1,9,198801,1,0,0
800,416,494,1988,1,13,198801,"竹下首相、ワシントン入り ","Y",260,0,NA,1,9,198801,1,0,0
810,390,534,1988,1,14,198801,"日米首脳会談始まる　竹下首相、「世界に貢献」表明へ","A",1234,0,1,NA,9,198801,1,0,0
812,422,501,1988,1,14,198801,"日米首脳会談始まる　竹下首相、「世界に貢献」と決意表明 ","Y",1012,0,NA,1,9,198801,1,0,0
814,424,504,1988,1,14,198801,"竹下首相の日程（日本時間）＝１月１４・１５日 ","Y",111,0,NA,1,9,198801,1,0,0
821,397,543,1988,1,15,198801,"外交４原則を発表へ　日米関係重視など盛る　竹下首相演説","A",1312,0,1,NA,9,198801,1,0,0
828,430,510,1988,1,15,198801,"「国際責任」を強調　外交４原則を竹下首相講演へ／ナショナル・プレスクラブ ","Y",791,0,NA,1,9,198801,1,0,0
834,403,551,1988,1,16,198801,"レーガン大統領と信頼関係　訪米の成果を強調　竹下首相会見","A",640,1,1,NA,9,198801,1,0,0
845,439,520,1988,1,16,198801,"竹下首相、アメリカでの全日程を終えカナダ訪問へ ","Y",260,0,NA,1,9,198801,1,0,0
846,407,557,1988,1,17,198801,"対北朝鮮関係、米と緊密協議　政府筋語る","A",318,0,1,NA,9,198801,1,0,0
856,444,526,1988,1,17,198801,"宇野外相がテロ防止協力をカナダに要請／日加外相会談 ","Y",312,0,NA,1,9,198801,1,0,0
858,446,528,1988,1,17,198801,"日本―トロント間の直行便を竹下首相に要請／カナダの州首相 ","Y",180,0,NA,1,9,198801,1,0,0
860,413,566,1988,1,18,198801,"竹下首相、外交日程終えハワイへ","A",166,0,1,NA,9,198801,1,0,0
872,454,537,1988,1,18,198801,"竹下首相、日加首脳会談を終えハワイへ ","Y",105,0,NA,1,9,198801,1,0,0
876,421,576,1988,1,19,198801,"竹下首相、北朝鮮制裁には慎重な構え","A",296,0,1,NA,9,198801,1,0,0
880,425,580,1988,1,19,198801,"竹下首相、「税制法案」の今国会提出に意欲　ハワイで表明","A",1215,0,1,NA,9,198801,1,0,1
882,457,541,1988,1,19,198801,"税制改革法案、今国会にも　竹下首相が強い意欲表明　ハワイで懇談 ","Y",885,0,NA,1,9,198801,1,0,1
883,458,542,1988,1,19,198801,"新型間接税に非課税品目は設けず　竹下首相と金丸氏が意見一致 ","Y",280,0,NA,1,9,198801,1,0,0
897,467,552,1988,1,20,198801,"ベトナム外相が中国大使と会談　国境活動抑制で合意／在京ハノイ筋語る ","Y",840,0,NA,1,9,198801,1,0,0
901,433,592,1988,1,21,198801,"首相、外相が米・加訪問から帰国","A",109,0,1,NA,9,198801,1,0,0
902,434,593,1988,1,21,198801,"政府税調、納税者番号制協議へ　株売却益の課税強化へ導入検討","A",1015,0,1,NA,9,198801,1,0,0
906,469,556,1988,1,21,198801,"新型間接税は「付加価値税」　法人税（実効税率）５０％以下　政府税調の大勢 ","Y",1522,0,NA,1,9,198801,1,0,1
909,472,559,1988,1,21,198801,"竹下首相、米・加訪問から帰国 ","Y",96,0,NA,1,9,198801,1,0,0
912,439,601,1988,1,22,198801,"越智建設相、宅地供給促進を要請　「首都圏サミット」で","A",288,0,1,NA,9,198801,1,0,0
924,447,612,1988,1,23,198801,"株式売却益の原則課税打ち出す　番号制を検討へ　政府税調","A",1639,0,1,NA,9,198801,1,0,0
929,482,572,1988,1,23,198801,"今国会に８２法案提出決める／政府 ","Y",103,0,NA,1,9,198801,1,0,1
941,489,580,1988,1,24,198801,"税制改革法案　小渕官房長官も今国会提出を表明 ","Y",387,0,NA,1,9,198801,1,0,1
957,463,634,1988,1,26,198801,"金賢姫との面会などで「北」の犯行を確信　政府筋表明","A",595,0,1,NA,9,198801,1,0,0
965,500,593,1988,1,26,198801,"政府の省庁地方移転案は不十分　新行革審で批判 ","Y",232,0,NA,1,9,198801,1,0,0
978,474,649,1988,1,28,198801,"「間接税」で解散考えぬ　竹下首相答弁　衆院代表質問","A",1889,0,1,NA,9,198801,1,0,1
980,505,600,1988,1,28,198801,"税制改革に使命感　代表質問で竹下首相答弁　中曽根内閣の政府見解は撤回 ","Y",1264,0,NA,1,9,198801,1,0,0
981,506,601,1988,1,28,198801,"自由化「第一弾」　４月にもトマトケチャップとフルーツピューレ／政府方針 ","Y",648,0,NA,1,9,198801,1,0,0
985,476,653,1988,1,29,198801,"防衛関連技術の特許権、米並みに非公開へ　政府方針","A",1023,0,1,NA,9,198801,1,0,0
988,479,656,1988,1,29,198801,"国会代表質問　首相、秘密法案に慎重　蔵相は減税の意向表明","A",1113,0,1,NA,9,198801,1,0,1
991,511,607,1988,1,29,198801,"「税制論議、機熟す」　年内法案成立に意欲／竹下首相 ","Y",896,0,NA,1,9,198801,1,0,0
997,484,663,1988,1,30,198801,"増税分上回る減税の用意も　政府首脳が示唆","A",306,0,1,NA,9,198801,1,0,0
999,486,665,1988,1,30,198801,"早期成案に意欲　税制改革で首相が答弁　国会の代表質問終わる","A",1187,0,1,NA,9,198801,1,0,1
1002,515,612,1988,1,30,198801,"「為替協調続ける」　参院本会議で竹下首相答弁 ","Y",246,0,NA,1,9,198801,1,0,1
1027,498,683,1988,2,2,198802,"マレンコフ元ソ連首相死去","A",491,0,1,NA,6,198801,1,0,0
1049,538,641,1988,2,3,198802,"予算委、収拾持ち越す　日米安保条約の事前協議制度　「政府見解」に社会党反発 ","Y",370,0,NA,1,6,198801,1,0,1
1056,540,644,1988,2,4,198802,"ガット勧告受諾の農産物８品目、自由化は３－４段階で／政府が実施基本方針 ","Y",724,0,NA,1,6,198801,1,0,0
