"id_all","id_inpaper","id_original","year","month","date","ymonth","Headline","paper","wcount","codePN","Asahi","Yomiuri","jijistartdate","jijiymonth","cabinet","ldp","politics"
252,116,163,1987,11,30,198711,"不破氏、副議長に　委員長には村上氏　共産党大会閉幕","A",808,0,1,NA,7,198711,0,0,1
259,140,164,1987,11,30,198711,"大阪市長に西尾氏が初当選 ","Y",372,0,NA,1,7,198711,0,0,1
260,141,165,1987,11,30,198711,"高知県知事に中内氏４選 ","Y",270,1,NA,1,7,198711,0,0,1
261,142,166,1987,11,30,198711,"不破氏は副議長に　委員長に村上氏昇格／共産党大会閉幕 ","Y",995,0,NA,1,7,198711,0,0,1
263,144,168,1987,11,30,198711,"南ア機墜落で法歯学の専門家を派遣／外務省 ","Y",115,0,NA,1,7,198711,0,0,1
268,120,171,1987,12,1,198712,"竹下首相、間接税導入に意欲　予見ぬき論議を　衆院代表質問","A",698,0,1,NA,10,198711,1,0,1
288,133,187,1987,12,2,198712,"「ＧＮＰ１％枠」の撤廃、「継承」と首相表明　衆院代表質問","A",677,0,1,NA,10,198711,1,0,1
298,136,192,1987,12,3,198712,"参院代表質問終わる　相続税軽減は逆のぼり適用","A",598,0,1,NA,10,198711,0,0,1
311,169,196,1987,12,3,198712,"相続税軽減へ　６３年秋に法改正／宮沢蔵相答弁 ","Y",454,0,NA,1,10,198711,1,0,1
325,175,203,1987,12,4,198712,"農産物の対日勧告案は継続審議に　政府・自民党、ガット総会への対応策指示 ","Y",924,0,NA,1,10,198711,1,1,1
328,151,209,1987,12,5,198712,"重点政策の食管見直しは継続審議に　公明党大会が閉幕","A",656,0,1,NA,10,198711,0,0,1
329,152,210,1987,12,5,198712,"土井たか子社会党委員長、２期目に　「社公軸に」と抱負","A",478,0,1,NA,10,198711,0,0,1
338,180,209,1987,12,5,198712,"土井たか子社党委員長が無投票で再選／社会党委員長選挙 ","Y",428,0,NA,1,10,198711,0,0,1
344,162,224,1987,12,6,198712,"後藤田・自民選挙制度調査会長、献金枠倍増に消極的","A",585,0,1,NA,10,198711,0,1,1
371,173,239,1987,12,8,198712,"「公的規制の強化必要」　参院土地特別委で国土庁長官が意向","A",495,0,1,NA,10,198711,1,0,1
391,206,239,1987,12,9,198712,"鈴木・東京都知事が都市計画税引き下げを表明　２月に条例改正案 ","Y",419,0,NA,1,10,198711,0,0,1
394,209,243,1987,12,9,198712,"与野党党首会談、２４日に ","Y",370,0,NA,1,10,198711,0,0,1
407,215,250,1987,12,10,198712,"一戸建てを年収の５倍で　政府、政策面の努力表明／参院特別委 ","Y",621,0,NA,1,10,198712,1,0,1
412,194,267,1987,12,11,198712,"中曽根見解にとらわれず新間接税を検討　衆院予算委で首相強調","A",743,0,1,NA,10,198712,1,0,1
423,224,260,1987,12,11,198712,"幅広い消費税考慮　抜本改革は６３年秋に　衆院予算委で竹下首相が答弁 ","Y",730,0,NA,1,10,198712,1,0,1
459,244,283,1987,12,14,198712,"自民党、“遷都調査会”設置へ ","Y",295,0,NA,1,10,198712,0,1,1
505,265,308,1987,12,17,198712,"大統領選は不正選挙と声明／韓国・平民党 ","Y",108,0,NA,1,10,198712,0,0,1
513,245,334,1987,12,18,198712,"地上げで最上恒産を書類送検　警視庁、国土法を初適用","A",1628,0,1,NA,10,198712,0,0,1
515,270,314,1987,12,18,198712,"抜本税制改革、２２日から審議／自民党 ","Y",372,0,NA,1,10,198712,0,1,1
519,274,318,1987,12,18,198712,"フサク書記長辞任　後任にヤケシュ氏選出／チェコ共産党 ","Y",546,0,NA,1,10,198712,0,0,1
582,277,377,1987,12,24,198712,"予算案の閣議決定２８日を確認　政府・自民党","A",80,0,1,NA,10,198712,1,1,1
596,287,390,1987,12,25,198712,"６３年度予算、減税１兆円上積みを　野党要求、竹下首相は拒否","A",1253,0,1,NA,10,198712,1,0,1
600,312,366,1987,12,25,198712,"野党、減税上積み要求　税制改革に民社柔軟／個別党首会談 ","Y",970,0,NA,1,10,198712,0,0,1
613,293,400,1987,12,27,198712,"第１１２通常国会、あす召集","A",298,0,1,NA,10,198712,0,0,1
619,299,407,1987,12,27,198712,"６３年度予算、きょう政治折衝　整備新幹線妥協案も","A",874,0,1,NA,10,198712,0,0,1
622,323,381,1987,12,27,198712,"防衛予算、５．２％増で決着へ　政治折衝、９年ぶりに回避 ","Y",576,0,NA,1,10,198712,0,0,1
630,302,412,1987,12,28,198712,"自民、議席守る　参院大阪補選に坪井一宇氏初当選","A",639,1,1,NA,10,198712,0,1,1
634,329,388,1987,12,28,198712,"整備新幹線、決定先送り　政治折衝、深夜の決着　予算政府案、きょう２８日決定 ","Y",1249,0,NA,1,10,198712,1,0,1
637,332,391,1987,12,28,198712,"参院大阪補選、自民の新人・坪井一宇氏が当選　投票率２０・７０％ ","Y",281,1,NA,1,10,198712,0,1,1
640,335,395,1987,12,28,198712,"国会の新勢力分野＝１２月２８日 ","Y",280,0,NA,1,10,198712,0,0,1
662,345,406,1987,12,30,198712,"大企業の６１年度国税庁調査　使途不明金４２９億円にも　ヤミ政治献金２０億円 ","Y",1093,0,NA,1,10,198712,0,0,1
737,354,483,1988,1,7,198801,"出前サンド・ＲＯＰＰＯ・国会便覧（東京よ・超集中都市：６）","A",1674,0,1,NA,9,198712,0,0,1
806,386,530,1988,1,14,198801,"首都圏地価の「監視区域拡大を」　国土庁、自治体に要請","A",223,0,1,NA,9,198801,0,0,1
851,412,563,1988,1,17,198801,"証券取引法改正案に大蔵省の調査・告発権　投資家にも刑事罰","A",1090,0,1,NA,9,198801,0,0,1
857,445,527,1988,1,17,198801,"自民党が６３年運動方針案　新型間接税導入を鮮明に　土地問題も挙党体制で ","Y",741,0,NA,1,9,198801,0,1,1
863,416,569,1988,1,18,198801,"矢板市長を逮捕　小学校電気水道工事で汚職　栃木県警","A",339,0,1,NA,9,198801,0,0,1
865,418,571,1988,1,18,198801,"大月市長を収賄で逮捕　ゴルフ場開発で５００万円　警視庁","A",1389,0,1,NA,9,198801,0,0,1
867,449,532,1988,1,18,198801,"つくば市の初代市長に倉田弘氏が当選 ","Y",540,0,NA,1,9,198801,0,0,1
869,451,534,1988,1,18,198801,"山梨・大月市長、収賄で逮捕　ゴルフ場開発で５００万円 ","Y",1223,0,NA,1,9,198801,0,0,1
873,455,539,1988,1,18,198801,"栃木・矢板市長を収賄で逮捕　小学校の改築で１００万円 ","Y",413,0,NA,1,9,198801,0,0,1
874,419,573,1988,1,19,198801,"参院大阪補選に候補は立てず　矢野公明委員長語る","A",376,0,1,NA,9,198801,0,0,1
875,420,575,1988,1,19,198801,"田代富士男参院議員、１０００万円受領認める　「わいろ」否定","A",492,0,1,NA,9,198801,0,0,1
880,425,580,1988,1,19,198801,"竹下首相、「税制法案」の今国会提出に意欲　ハワイで表明","A",1215,0,1,NA,9,198801,1,0,1
882,457,541,1988,1,19,198801,"税制改革法案、今国会にも　竹下首相が強い意欲表明　ハワイで懇談 ","Y",885,0,NA,1,9,198801,1,0,1
885,460,544,1988,1,19,198801,"成功報酬？３００万円　田代議員が受け取る／砂利船汚職 ","Y",982,0,NA,1,9,198801,0,0,1
886,461,545,1988,1,19,198801,"田代富士男議員の取り調べは、ドクターストップで打ち切る ","Y",260,0,NA,1,9,198801,0,0,1
887,462,546,1988,1,19,198801,"田代議員の辞職願を２５日に許可 ","Y",144,0,NA,1,9,198801,0,0,1
906,469,556,1988,1,21,198801,"新型間接税は「付加価値税」　法人税（実効税率）５０％以下　政府税調の大勢 ","Y",1522,0,NA,1,9,198801,1,0,1
929,482,572,1988,1,23,198801,"今国会に８２法案提出決める／政府 ","Y",103,0,NA,1,9,198801,1,0,1
934,451,618,1988,1,24,198801,"国会、あす再開　税制改革・予算案が焦点","A",1670,0,1,NA,9,198801,0,0,1
941,489,580,1988,1,24,198801,"税制改革法案　小渕官房長官も今国会提出を表明 ","Y",387,0,NA,1,9,198801,1,0,1
949,491,583,1988,1,25,198801,"砂利船汚職、田代議員への「請託」に証拠　役員会記録を押収／大阪地検特捜部 ","Y",618,0,NA,1,9,198801,0,0,1
952,494,586,1988,1,25,198801,"国会、きょう２５日再開 ","Y",271,0,NA,1,9,198801,0,0,1
953,459,630,1988,1,26,198801,"田代議員の辞職、政界浄化の前例に　矢野委員長会見","A",224,0,1,NA,9,198801,0,0,1
956,462,633,1988,1,26,198801,"大阪地検、田代議員を１０００万円容疑で起訴へ　砂利船汚職","A",799,0,1,NA,9,198801,0,0,1
959,465,636,1988,1,26,198801,"砂利船汚職事件の田代富士男議員が辞職　２月下旬に大阪で補選","A",759,0,1,NA,9,198801,0,0,1
961,496,589,1988,1,26,198801,"有価証券譲渡益　原則課税には否定的／自民党の渡辺政調会長 ","Y",559,0,NA,1,9,198801,0,1,1
963,498,591,1988,1,26,198801,"田代議員の辞職許可　参院本会議で全会一致　汚職事件で初めて ","Y",338,0,NA,1,9,198801,0,0,1
977,473,648,1988,1,28,198801,"新日鉄が「新溶解法」導入へ　広畑・室蘭の合理化計画を緩和","A",930,0,1,NA,9,198801,0,0,1
978,474,649,1988,1,28,198801,"「間接税」で解散考えぬ　竹下首相答弁　衆院代表質問","A",1889,0,1,NA,9,198801,1,0,1
988,479,656,1988,1,29,198801,"国会代表質問　首相、秘密法案に慎重　蔵相は減税の意向表明","A",1113,0,1,NA,9,198801,1,0,1
999,486,665,1988,1,30,198801,"早期成案に意欲　税制改革で首相が答弁　国会の代表質問終わる","A",1187,0,1,NA,9,198801,1,0,1
1002,515,612,1988,1,30,198801,"「為替協調続ける」　参院本会議で竹下首相答弁 ","Y",246,0,NA,1,9,198801,1,0,1
1023,526,625,1988,2,1,198802,"きょう１日から衆院予算委 ","Y",286,0,NA,1,6,198801,0,0,1
1030,501,686,1988,2,2,198802,"衆院予算委、午後の審議流れる　きょう再開の見通し","A",235,0,1,NA,6,198801,0,0,1
1039,534,635,1988,2,2,198802,"衆院予算委、初日から中断　浜田委員長の運営への不満で ","Y",636,0,NA,1,6,198801,0,0,1
1044,509,696,1988,2,3,198802,"「随時協議」でも紛糾　衆院予算委、午後も審議中断","A",1031,0,1,NA,6,198801,0,0,1
1049,538,641,1988,2,3,198802,"予算委、収拾持ち越す　日米安保条約の事前協議制度　「政府見解」に社会党反発 ","Y",370,0,NA,1,6,198801,1,0,1
1053,514,703,1988,2,4,198802,"衆院予算委、社党が質問保留し再開　米軍駐留負担増に積極姿勢","A",1240,0,1,NA,6,198801,0,0,1
1058,542,646,1988,2,4,198802,"テロ防止へ新旅券に工夫　宇野外相表明／衆院予算委 ","Y",721,0,NA,1,6,198801,1,0,1
1059,543,647,1988,2,4,198802,"政府、安保事前協議で補足見解提示へ／衆院予算委員会 ","Y",392,0,NA,1,6,198801,1,0,1
1065,517,709,1988,2,5,198802,"有事来援の日米共同研究、事前集積もテーマ　衆院予算委答弁","A",1212,0,1,NA,6,198801,0,0,1
1066,518,710,1988,2,5,198802,"相沢英之代議士、申告漏れ　株の売買益２億円","A",762,-1,1,NA,6,198801,0,0,1
1070,549,654,1988,2,5,198802,"自民党の相沢代議士が２億円の所得申告漏れ　他人名義で株売買 ","Y",1361,-1,NA,1,6,198801,0,1,1
1075,523,717,1988,2,6,198802,"キャピタルゲイン課税、蔵相が前向き姿勢　衆院予算委","A",723,0,1,NA,6,198802,1,0,1
1077,525,719,1988,2,6,198802,"申告漏れの相沢代議士、法務委員長を辞任　後任に戸沢政方氏","A",734,-1,1,NA,6,198802,0,0,1
1080,553,659,1988,2,6,198802,"政府税調、３月中に税制改革試案　法人税（基本税率）３７．５％に下げ ","Y",1197,0,NA,1,6,198802,1,0,1
1081,554,660,1988,2,6,198802,"「高齢社会へ安定財源」　竹下首相、税制改革で強調／衆院予算委員会 ","Y",570,0,NA,1,6,198802,1,0,1
1083,556,662,1988,2,6,198802,"自民党の相沢英之氏が法務委員長辞任　株売買所得申告漏れで引責 ","Y",806,0,NA,1,6,198802,0,1,1
1085,558,664,1988,2,6,198802,"相沢氏の衆院法務委員長辞任　後任には戸沢政方氏 ","Y",105,-1,NA,1,6,198802,0,0,1
1086,559,665,1988,2,6,198802,"財政再建以外の消費税導入は国会決議に拘束されぬ／政府首脳 ","Y",381,0,NA,1,6,198802,1,0,1
1088,529,725,1988,2,7,198802,"衆院予算委、委員長除き収拾へ責任　与野党理事一致","A",170,0,1,NA,6,198802,0,0,1
1091,532,728,1988,2,7,198802,"野党、浜田委員長解任要求へ　衆院予算委での質問封じに反発","A",1202,-1,1,NA,6,198802,0,0,1
1095,563,670,1988,2,7,198802,"「核問題」も随時協議の対象　政府が新見解　現時点では申し出ず／衆院予算委 ","Y",979,0,NA,1,6,198802,1,0,1
1096,564,671,1988,2,7,198802,"衆院予算委員会、浜田委員長発言で紛糾　「宮本君は殺人者」　共産が更迭を要求 ","Y",1010,-1,NA,1,6,198802,0,0,1
1098,566,674,1988,2,7,198802,"浜田予算委員長発言　共産党が原衆院議長に更迭を要求 ","Y",186,0,NA,1,6,198802,0,0,1
1111,542,743,1988,2,9,198802,"空転続く衆院予算委　浜田氏進退問題が与野党攻防の焦点に","A",967,0,1,NA,6,198802,0,0,1
1117,574,684,1988,2,9,198802,"浜田予算委員長の辞任が焦点に　野党が陳謝案を拒否　国会空転続く ","Y",964,-1,NA,1,6,198802,0,0,1
1126,579,690,1988,2,10,198802,"浜田発言問題　国会空転で暫定予算も／大蔵省 ","Y",219,0,NA,1,6,198802,0,0,1
1127,580,691,1988,2,10,198802,"浜田委員長発言問題　奥田・自民筆頭理事は辞意撤回　野党側も慰留 ","Y",290,0,NA,1,6,198802,0,1,1
1130,548,753,1988,2,11,198802,"三宅村議選、反対派１１議席守る　「ＮＬＰ」に審判","A",497,0,1,NA,6,198802,0,0,1
1139,586,699,1988,2,11,198802,"賛否の勢力変わらず　ＮＬＰの三宅村議選　反対派は１１人当選 ","Y",574,0,NA,1,6,198802,0,0,1
1141,554,763,1988,2,13,198802,"「協力党員」導入へ　社会党大会小委が承認","A",624,0,1,NA,6,198802,0,0,1
1142,555,764,1988,2,13,198802,"後任の衆院予算委員長、１６日に選出","A",203,0,1,NA,6,198802,0,0,1
1146,559,768,1988,2,13,198802,"政治の質を問う　国正武重・編集委員（座標）","A",2073,-1,1,NA,6,198802,0,0,1
1147,560,769,1988,2,13,198802,"浜田衆院予算委員長が辞任　幹事長の説得のむ　６日ぶり収拾","A",1117,0,1,NA,6,198802,0,1,1
1158,563,774,1988,2,14,198802,"「自前の党づくり」宣言し社会党大会閉幕　委員長ら３役は留任","A",1221,0,1,NA,6,198802,0,0,1
1162,597,712,1988,2,14,198802,"辞表提出の浜田氏の後任　衆院予算委員長に山下徳夫氏が有力 ","Y",351,0,NA,1,6,198802,0,0,1
1163,598,713,1988,2,14,198802,"土井社会党委員長　盧次期大統領との会談に意欲　早ければ４月にも訪韓 ","Y",652,0,NA,1,6,198802,0,0,1
1164,599,714,1988,2,14,198802,"社党大会、新執行部を選び閉幕　運動方針など満場一致で採択 ","Y",635,0,NA,1,6,198802,0,0,1
1171,603,719,1988,2,15,198802,"労働安全衛生法の改正案、今国会提出へ　ストレス対策盛る／労働省 ","Y",595,0,NA,1,6,198802,0,0,1
1184,611,728,1988,2,16,198802,"間接税で賛否両論／衆院の予算委公聴会 ","Y",598,0,NA,1,6,198802,0,0,1
1190,579,798,1988,2,17,198802,"インサイダー取引規制案、今国会に提出へ　報告書案を了承","A",1500,0,1,NA,6,198802,0,0,1
1197,581,802,1988,2,18,198802,"５４年の国会決議、新型間接税の論議制約せぬ　自民税調会長","A",299,0,1,NA,6,198802,0,1,1
1200,584,805,1988,2,18,198802,"新型間接税見返り減税、中堅層に手厚く　衆院予算委で宮沢蔵相","A",551,0,1,NA,6,198802,1,0,1
1203,617,736,1988,2,18,198802,"「税制国会」７月に召集　竹下首相、政局日程固める　９０―１００日の長期に ","Y",1411,0,NA,1,6,198802,1,0,1
1205,619,738,1988,2,18,198802,"社会党　国会議員訪韓を承認 ","Y",382,0,NA,1,6,198802,0,0,1
1218,625,745,1988,2,19,198802,"「国会決議に反せぬ」　抜本税制改革で竹下首相答弁 ","Y",964,0,NA,1,6,198802,1,0,1
1223,594,819,1988,2,20,198802,"秘密法案の今国会提出見送りに　自民４役、「税制を優先」","A",678,0,1,NA,6,198802,0,1,1
1225,596,821,1988,2,20,198802,"インサイダー取引の「準内部者」に政治家・公務員も含める","A",1040,0,1,NA,6,198802,0,0,1
1228,631,752,1988,2,20,198802,"［キッシンジャー博士の地球診断］イスラエル占領地問題解決　まず自治選挙を ","Y",389,0,NA,1,6,198802,0,0,1
1244,640,762,1988,2,21,198802,"三池　信氏（自民党参院議員、元郵政相）死去 ","Y",260,0,NA,1,6,198802,0,1,1
1245,641,763,1988,2,21,198802,"三池信氏の死去（２月２０日）に伴う参院の勢力分野 ","Y",77,0,NA,1,6,198802,0,0,1
1249,607,836,1988,2,22,198802,"前橋市長選、３氏が届け出","A",280,0,1,NA,6,198802,0,0,1
1251,609,838,1988,2,22,198802,"新型間接税軸の税制改革、「国会決議に沿う」　竹下首相が見解","A",1107,0,1,NA,6,198802,1,0,1
1253,643,766,1988,2,22,198802,"「税制改革は財政再建の道筋」　５４年の国会決議に沿う　竹下首相が積極見解 ","Y",1029,0,NA,1,6,198802,1,0,1
1258,648,771,1988,2,22,198802,"前橋市長選、３氏の争いに　届け出締め切る ","Y",238,0,NA,1,6,198802,0,0,1
1259,611,842,1988,2,23,198802,"首相、税制見直し否定せず　「国会決議」で強調　衆院予算委","A",996,0,1,NA,6,198802,1,0,1
1266,652,776,1988,2,23,198802,"税制改革は「国会決議」の延長上に　竹下首相が強調／衆院予算委 ","Y",939,0,NA,1,6,198802,1,0,1
1270,615,849,1988,2,24,198802,"米の防衛技術秘密特許制度、現行法内で準用　小川特許庁長官","A",877,0,1,NA,6,198802,1,0,1
1275,656,781,1988,2,24,198802,"ビル容積率５割増に　大都市圏の空閑地開発　特別措置法案、今国会に提出 ","Y",1044,0,NA,1,6,198802,0,0,1
1286,662,788,1988,2,25,198802,"悪質訪問販売員に刑事罰　刑法より重い規定　通産省が法改正を検討 ","Y",935,0,NA,1,6,198802,0,0,1
1296,628,866,1988,2,26,198802,"税制改革案、税制協再開条件に今国会は見送り　政府・自民方針","A",1126,0,1,NA,6,198802,1,1,1
1304,630,870,1988,2,27,198802,"韓国、７千人をきょう特赦　「在日」政治犯、釈放なく６人減刑","A",647,0,1,NA,6,198802,0,0,1
1306,632,872,1988,2,27,198802,"米軍来援の日米研究、有事立法への発展も　衆院委で防衛庁答弁","A",1329,0,1,NA,6,198802,0,0,1
1309,676,804,1988,2,27,198802,"在日韓国人政治犯の減刑は６人／韓国政府の大赦免措置 ","Y",355,0,NA,1,6,198802,1,0,1
1310,677,805,1988,2,27,198802,"在日韓国人政治犯の特別赦免はなし　韓国政府の「大赦免」 ","Y",220,0,NA,1,6,198802,1,0,1
1311,678,806,1988,2,27,198802,"２兆９４００億の減税要求　野党４党が予算修正案 ","Y",878,0,NA,1,6,198802,0,0,1
1317,636,878,1988,2,28,198802,"日中友好条約の継続望む　趙・中国党総書記、本社社長に語る","A",2001,0,1,NA,6,198802,0,0,1
1321,685,815,1988,2,28,198802,"韓国の前向きの姿勢を期待　社会党議員の訪韓問題で土井委員長 ","Y",170,0,NA,1,6,198802,0,0,1
1325,639,883,1988,2,29,198802,"前橋市長選、自公推薦の藤嶋氏が当選","A",340,1,1,NA,6,198802,0,1,1
1327,641,885,1988,2,29,198802,"参院大阪補選　共産・吉井氏が当選　自・社候補を破る","A",736,-1,1,NA,6,198802,0,0,1
1330,688,819,1988,2,29,198802,"参院大阪補選　共産党の吉井氏が当選　税制改革の論議に波紋 ","Y",905,-1,NA,1,6,198802,0,0,1
1331,689,820,1988,2,29,198802,"前橋市長選　保守の藤島清多氏 ","Y",242,1,NA,1,6,198802,0,0,1
1348,649,895,1988,3,2,198803,"減税と恒久財源の確保、同時処理の方針　自民、野党に回答へ","A",924,0,1,NA,10,198802,0,1,1
1359,656,907,1988,3,3,198803,"予算案の衆院通過、限界は９日　政府筋語る","A",137,0,1,NA,10,198802,1,0,1
1362,659,910,1988,3,3,198803,"「恒久財源求め減税実施」　自民、野党の予算案修正要求を拒否","A",1235,0,1,NA,10,198802,0,1,1
1365,706,841,1988,3,3,198803,"「減税は恒久財源の確保が条件」　自民が回答、野党は拒否　国会週内空転も ","Y",1203,0,NA,1,10,198802,0,1,1
1366,707,842,1988,3,3,198803,"野党の減税要求に対する自民党の回答内容 ","Y",251,0,NA,1,10,198802,0,1,1
1368,660,913,1988,3,4,198803,"国会、今週内空転の可能性強まる","A",302,0,1,NA,10,198802,0,0,1
1370,662,915,1988,3,4,198803,"個人情報保護法案、今国会提出の方向　省庁調整ほぼ合意","A",571,0,1,NA,10,198802,0,0,1
1387,716,853,1988,3,5,198803,"減税、きょう５日にも再回答　恒久財源の条件削る／自民党 ","Y",690,0,NA,1,10,198802,0,1,1
1388,717,854,1988,3,5,198803,"暫定予算の公算大　政府・自民党筋が見通し ","Y",184,0,NA,1,10,198802,1,1,1
1399,722,860,1988,3,6,198803,"予算修正、野党要求へ自民が再回答　「減税」、週明けがヤマ ","Y",840,0,NA,1,10,198802,0,1,1
1403,680,938,1988,3,7,198803,"公明強硬方針、野党の食い違い表面化　予算案修正、再折衝へ","A",1282,0,1,NA,10,198802,0,0,1
1415,686,949,1988,3,8,198803,"共産党幹部宅盗聴事件　東京地裁、警官不起訴は支持","A",2024,0,1,NA,10,198802,0,0,1
1416,730,870,1988,3,8,198803,"共産党幹部宅盗聴事件は職権乱用に当たらず　東京地裁、付審判請求を棄却 ","Y",1443,0,NA,1,10,198802,0,0,1
1421,735,877,1988,3,8,198803,"減税の財源探しは不公平税制是正から着手　自民党首脳、最終回答で説明 ","Y",233,0,NA,1,10,198802,0,1,1
1424,689,954,1988,3,9,198803,"国会対策委員長会談での与野党の合意事項","A",162,0,1,NA,10,198802,0,0,1
1426,691,956,1988,3,9,198803,"核物質危険罪を新設、核ジャックを防止　原子炉等規制法改正案","A",401,0,1,NA,10,198802,0,0,1
1431,737,879,1988,3,9,198803,"６３年度予算案、あす１０日衆院通過 ","Y",350,0,NA,1,10,198802,0,0,1
1433,739,881,1988,3,9,198803,"野党が要求の財源では３兆円減税ムリ　政府首脳が指摘 ","Y",219,0,NA,1,10,198802,1,0,1
1440,698,965,1988,3,10,198803,"６３年度の予算案、きょう衆院通過","A",213,0,1,NA,10,198803,0,0,1
1451,704,973,1988,3,11,198803,"参院予算委、きょうから総括質問","A",185,0,1,NA,10,198803,0,0,1
1453,706,975,1988,3,11,198803,"６３年度予算案、衆院を通過　減税財源が焦点に","A",1141,0,1,NA,10,198803,0,0,1
1454,748,892,1988,3,11,198803,"６３年度予算案の衆院を通過　政局、「税制改革」へ加速 ","Y",1545,0,NA,1,10,198803,0,0,1
1455,749,893,1988,3,11,198803,"６３年度予算案、衆院を通過 ","Y",517,0,NA,1,10,198803,0,0,1
1463,709,980,1988,3,12,198803,"政治献金、大企業は枠倍増　自民小委が改正案骨子","A",674,0,1,NA,10,198803,0,1,1
1469,758,903,1988,3,12,198803,"企業献金の最高限度額は２億円　政治資金、自民小委の改正案固まる ","Y",1638,0,NA,1,10,198803,0,1,1
1473,713,986,1988,3,13,198803,"財政再建の「借金」２４兆円　参院予算委で大蔵省側が答弁","A",1091,0,1,NA,10,198803,0,0,1
